sampledate,doyfrac,doy,year,yearfrac,genus,division,biomass
8/1/2011,0.580821918,213,2011,2011.580822,Calanoida,Calanoida,91.26364731
8/1/2011,0.580821918,213,2011,2011.580822,Ceriodaphnia,Ceriodaphnia,0
8/1/2011,0.580821918,213,2011,2011.580822,Chydorus,Chydoridae,0
8/1/2011,0.580821918,213,2011,2011.580822,Collotheca,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Conochilus (Individual),Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Coulrella,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Cyclopoida,Cyclopoida,111.3511992
8/1/2011,0.580821918,213,2011,2011.580822,Daphnia,Daphnia,0
8/1/2011,0.580821918,213,2011,2011.580822,Daphnia lumholtzi,Daphniid,0
8/1/2011,0.580821918,213,2011,2011.580822,Diaphanosoma,Diaphanosoma,0
8/1/2011,0.580821918,213,2011,2011.580822,Disparalona,Chydoridae,0
8/1/2011,0.580821918,213,2011,2011.580822,Euchlanis,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Filinia,Rotifer,0.055293857
8/1/2011,0.580821918,213,2011,2011.580822,Gastropus,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Hexarthra ,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Kellicottia,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Keratella cochlearis,Rotifer,0.025395952
8/1/2011,0.580821918,213,2011,2011.580822,Keratella quadrata,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Lecane,Rotifer,0.054679604
8/1/2011,0.580821918,213,2011,2011.580822,Lepadella,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Leptodora,Leptodora,0
8/1/2011,0.580821918,213,2011,2011.580822,Macrochaetus,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Moina,Daphniid,0
8/1/2011,0.580821918,213,2011,2011.580822,Monostyla,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Mytilina,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Nauplii,Nauplii,8.26816033
8/1/2011,0.580821918,213,2011,2011.580822,Notholca,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Platyias,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Pleuroxus,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Polyarthra,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Pompholyx,Rotifer,1.501877908
8/1/2011,0.580821918,213,2011,2011.580822,Proales,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Pseudochydorus,Chydoridae,0
8/1/2011,0.580821918,213,2011,2011.580822,Synchaeta,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Testudinella,Rotifer,0
8/1/2011,0.580821918,213,2011,2011.580822,Trichocerca,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Alona,Chydoridae,0
9/12/2011,0.695890411,255,2011,2011.69589,Anuraeopsis,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Ascomorpha,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Asplanchna,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Asplanchnopus,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Bosmina,Bosmina,6.964555052
9/12/2011,0.695890411,255,2011,2011.69589,Brachionus,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Camptocercus,Chydoridae,0
9/12/2011,0.695890411,255,2011,2011.69589,Calanoida,Calanoida,65.91822373
9/12/2011,0.695890411,255,2011,2011.69589,Ceriodaphnia,Ceriodaphnia,3.802854463
9/12/2011,0.695890411,255,2011,2011.69589,Chydorus,Chydoridae,0
9/12/2011,0.695890411,255,2011,2011.69589,Collotheca,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Conochilus (Individual),Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Coulrella,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Cyclopoida,Cyclopoida,79.59021247
9/12/2011,0.695890411,255,2011,2011.69589,Daphnia,Daphnia,1.736680984
9/12/2011,0.695890411,255,2011,2011.69589,Daphnia lumholtzi,Daphniid,0
9/12/2011,0.695890411,255,2011,2011.69589,Diaphanosoma,Diaphanosoma,0
9/12/2011,0.695890411,255,2011,2011.69589,Disparalona,Chydoridae,0
9/12/2011,0.695890411,255,2011,2011.69589,Euchlanis,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Filinia,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Gastropus,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Hexarthra ,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Kellicottia,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Keratella cochlearis,Rotifer,0.007515571
9/12/2011,0.695890411,255,2011,2011.69589,Keratella quadrata,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Lecane,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Lepadella,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Leptodora,Leptodora,0
9/12/2011,0.695890411,255,2011,2011.69589,Macrochaetus,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Moina,Daphniid,0
9/12/2011,0.695890411,255,2011,2011.69589,Monostyla,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Mytilina,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Nauplii,Nauplii,1.112102734
9/12/2011,0.695890411,255,2011,2011.69589,Notholca,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Platyias,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Pleuroxus,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Polyarthra,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Pompholyx,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Proales,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Pseudochydorus,Chydoridae,0
9/12/2011,0.695890411,255,2011,2011.69589,Synchaeta,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Testudinella,Rotifer,0
9/12/2011,0.695890411,255,2011,2011.69589,Trichocerca,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Alona,Chydoridae,0
6/11/2012,0.443835616,163,2012,2012.443836,Anuraeopsis,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Ascomorpha,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Asplanchna,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Asplanchnopus,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Bosmina,Bosmina,0
6/11/2012,0.443835616,163,2012,2012.443836,Brachionus,Rotifer,0.059452477
6/11/2012,0.443835616,163,2012,2012.443836,Camptocercus,Chydoridae,0
6/11/2012,0.443835616,163,2012,2012.443836,Calanoida,Calanoida,79.57963098
6/11/2012,0.443835616,163,2012,2012.443836,Ceriodaphnia,Ceriodaphnia,0
6/11/2012,0.443835616,163,2012,2012.443836,Chydorus,Chydoridae,0
6/11/2012,0.443835616,163,2012,2012.443836,Collotheca,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Conochilus (Individual),Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Coulrella,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Cyclopoida,Cyclopoida,0.852418967
6/11/2012,0.443835616,163,2012,2012.443836,Daphnia,Daphnia,0
6/11/2012,0.443835616,163,2012,2012.443836,Daphnia lumholtzi,Daphniid,0
6/11/2012,0.443835616,163,2012,2012.443836,Diaphanosoma,Diaphanosoma,0
6/11/2012,0.443835616,163,2012,2012.443836,Disparalona,Chydoridae,0
6/11/2012,0.443835616,163,2012,2012.443836,Euchlanis,Rotifer,0.10063597
6/11/2012,0.443835616,163,2012,2012.443836,Filinia,Rotifer,0.142632781
6/11/2012,0.443835616,163,2012,2012.443836,Gastropus,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Hexarthra ,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Kellicottia,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Keratella cochlearis,Rotifer,0.042175225
6/11/2012,0.443835616,163,2012,2012.443836,Keratella quadrata,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Lecane,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Lepadella,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Leptodora,Leptodora,0
6/11/2012,0.443835616,163,2012,2012.443836,Macrochaetus,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Moina,Daphniid,0
6/11/2012,0.443835616,163,2012,2012.443836,Monostyla,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Mytilina,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Nauplii,Nauplii,1.699828229
6/11/2012,0.443835616,163,2012,2012.443836,Notholca,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Platyias,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Pleuroxus,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Polyarthra,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Pompholyx,Rotifer,0.443544098
6/11/2012,0.443835616,163,2012,2012.443836,Proales,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Pseudochydorus,Chydoridae,0
6/11/2012,0.443835616,163,2012,2012.443836,Synchaeta,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Testudinella,Rotifer,0
6/11/2012,0.443835616,163,2012,2012.443836,Trichocerca,Rotifer,0.742320891
7/30/2012,0.578082192,212,2012,2012.578082,Alona,Chydoridae,0
7/30/2012,0.578082192,212,2012,2012.578082,Anuraeopsis,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Ascomorpha,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Asplanchna,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Asplanchnopus,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Bosmina,Bosmina,0
7/30/2012,0.578082192,212,2012,2012.578082,Brachionus,Rotifer,0.807258283
7/30/2012,0.578082192,212,2012,2012.578082,Camptocercus,Chydoridae,0
7/30/2012,0.578082192,212,2012,2012.578082,Calanoida,Calanoida,35.11987332
7/30/2012,0.578082192,212,2012,2012.578082,Ceriodaphnia,Ceriodaphnia,0
7/30/2012,0.578082192,212,2012,2012.578082,Chydorus,Chydoridae,10.75606879
7/30/2012,0.578082192,212,2012,2012.578082,Collotheca,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Conochilus (Individual),Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Coulrella,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Cyclopoida,Cyclopoida,0.870897036
7/30/2012,0.578082192,212,2012,2012.578082,Daphnia,Daphnia,58.87534697
7/30/2012,0.578082192,212,2012,2012.578082,Daphnia lumholtzi,Daphniid,0
7/30/2012,0.578082192,212,2012,2012.578082,Diaphanosoma,Diaphanosoma,0
7/30/2012,0.578082192,212,2012,2012.578082,Disparalona,Chydoridae,0
7/30/2012,0.578082192,212,2012,2012.578082,Euchlanis,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Filinia,Rotifer,0.658434535
7/30/2012,0.578082192,212,2012,2012.578082,Gastropus,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Hexarthra ,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Kellicottia,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Keratella cochlearis,Rotifer,0.224035106
7/30/2012,0.578082192,212,2012,2012.578082,Keratella quadrata,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Lecane,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Lepadella,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Leptodora,Leptodora,0
7/30/2012,0.578082192,212,2012,2012.578082,Macrochaetus,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Moina,Daphniid,0
7/30/2012,0.578082192,212,2012,2012.578082,Monostyla,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Mytilina,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Nauplii,Nauplii,2.910135802
7/30/2012,0.578082192,212,2012,2012.578082,Notholca,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Platyias,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Pleuroxus,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Polyarthra,Rotifer,0.080427327
7/30/2012,0.578082192,212,2012,2012.578082,Pompholyx,Rotifer,0.020954126
7/30/2012,0.578082192,212,2012,2012.578082,Proales,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Pseudochydorus,Chydoridae,0
7/30/2012,0.578082192,212,2012,2012.578082,Synchaeta,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Testudinella,Rotifer,0
7/30/2012,0.578082192,212,2012,2012.578082,Trichocerca,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Alona,Chydoridae,0
9/12/2012,0.698630137,256,2012,2012.69863,Anuraeopsis,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Ascomorpha,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Asplanchna,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Asplanchnopus,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Bosmina,Bosmina,0
9/12/2012,0.698630137,256,2012,2012.69863,Brachionus,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Camptocercus,Chydoridae,0
9/12/2012,0.698630137,256,2012,2012.69863,Calanoida,Calanoida,18.4165426
9/12/2012,0.698630137,256,2012,2012.69863,Ceriodaphnia,Ceriodaphnia,0
9/12/2012,0.698630137,256,2012,2012.69863,Chydorus,Chydoridae,0
9/12/2012,0.698630137,256,2012,2012.69863,Collotheca,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Conochilus (Individual),Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Coulrella,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Cyclopoida,Cyclopoida,0.876880459
9/12/2012,0.698630137,256,2012,2012.69863,Daphnia,Daphnia,0
9/12/2012,0.698630137,256,2012,2012.69863,Daphnia lumholtzi,Daphniid,0
9/12/2012,0.698630137,256,2012,2012.69863,Diaphanosoma,Diaphanosoma,0
9/12/2012,0.698630137,256,2012,2012.69863,Disparalona,Chydoridae,0
9/12/2012,0.698630137,256,2012,2012.69863,Euchlanis,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Filinia,Rotifer,0.269440192
9/12/2012,0.698630137,256,2012,2012.69863,Gastropus,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Hexarthra ,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Kellicottia,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Keratella cochlearis,Rotifer,0.16212895
9/12/2012,0.698630137,256,2012,2012.69863,Keratella quadrata,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Lecane,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Lepadella,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Leptodora,Leptodora,0
9/12/2012,0.698630137,256,2012,2012.69863,Macrochaetus,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Moina,Daphniid,0
9/12/2012,0.698630137,256,2012,2012.69863,Monostyla,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Mytilina,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Nauplii,Nauplii,5.337121526
9/12/2012,0.698630137,256,2012,2012.69863,Notholca,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Platyias,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Pleuroxus,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Polyarthra,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Pompholyx,Rotifer,0.07927908
9/12/2012,0.698630137,256,2012,2012.69863,Proales,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Pseudochydorus,Chydoridae,0
9/12/2012,0.698630137,256,2012,2012.69863,Synchaeta,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Testudinella,Rotifer,0
9/12/2012,0.698630137,256,2012,2012.69863,Trichocerca,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Alona,Chydoridae,0
6/10/2013,0.438356164,161,2013,2013.438356,Anuraeopsis,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Ascomorpha,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Asplanchna,Rotifer,0.021693774
6/10/2013,0.438356164,161,2013,2013.438356,Asplanchnopus,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Bosmina,Bosmina,0
6/10/2013,0.438356164,161,2013,2013.438356,Brachionus,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Camptocercus,Chydoridae,0
6/10/2013,0.438356164,161,2013,2013.438356,Calanoida,Calanoida,24.7892006
6/10/2013,0.438356164,161,2013,2013.438356,Ceriodaphnia,Ceriodaphnia,0
6/10/2013,0.438356164,161,2013,2013.438356,Chydorus,Chydoridae,0
6/10/2013,0.438356164,161,2013,2013.438356,Collotheca,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Conochilus (Individual),Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Coulrella,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Cyclopoida,Cyclopoida,27.93776253
6/10/2013,0.438356164,161,2013,2013.438356,Daphnia,Daphnia,56.84421456
6/10/2013,0.438356164,161,2013,2013.438356,Daphnia lumholtzi,Daphniid,0
6/10/2013,0.438356164,161,2013,2013.438356,Diaphanosoma,Diaphanosoma,0
6/10/2013,0.438356164,161,2013,2013.438356,Disparalona,Chydoridae,0
6/10/2013,0.438356164,161,2013,2013.438356,Euchlanis,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Filinia,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Gastropus,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Hexarthra ,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Kellicottia,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Keratella cochlearis,Rotifer,0.792333425
6/10/2013,0.438356164,161,2013,2013.438356,Keratella quadrata,Rotifer,0.33630848
6/10/2013,0.438356164,161,2013,2013.438356,Lecane,Rotifer,0.068915175
6/10/2013,0.438356164,161,2013,2013.438356,Lepadella,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Leptodora,Leptodora,0
6/10/2013,0.438356164,161,2013,2013.438356,Macrochaetus,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Moina,Daphniid,0
6/10/2013,0.438356164,161,2013,2013.438356,Monostyla,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Mytilina,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Nauplii,Nauplii,7.304086535
6/10/2013,0.438356164,161,2013,2013.438356,Notholca,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Platyias,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Pleuroxus,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Polyarthra,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Pompholyx,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Proales,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Pseudochydorus,Chydoridae,0
6/10/2013,0.438356164,161,2013,2013.438356,Synchaeta,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Testudinella,Rotifer,0
6/10/2013,0.438356164,161,2013,2013.438356,Trichocerca,Rotifer,1.935392757
7/29/2013,0.57260274,210,2013,2013.572603,Alona,Chydoridae,0
7/29/2013,0.57260274,210,2013,2013.572603,Anuraeopsis,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Ascomorpha,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Asplanchna,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Asplanchnopus,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Bosmina,Bosmina,3.659474838
7/29/2013,0.57260274,210,2013,2013.572603,Brachionus,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Camptocercus,Chydoridae,0
7/29/2013,0.57260274,210,2013,2013.572603,Calanoida,Calanoida,0
7/29/2013,0.57260274,210,2013,2013.572603,Ceriodaphnia,Ceriodaphnia,1.039265173
7/29/2013,0.57260274,210,2013,2013.572603,Chydorus,Chydoridae,2.080081466
7/29/2013,0.57260274,210,2013,2013.572603,Collotheca,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Conochilus (Individual),Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Coulrella,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Cyclopoida,Cyclopoida,0
7/29/2013,0.57260274,210,2013,2013.572603,Daphnia,Daphnia,3.033834684
7/29/2013,0.57260274,210,2013,2013.572603,Daphnia lumholtzi,Daphniid,0
7/29/2013,0.57260274,210,2013,2013.572603,Diaphanosoma,Diaphanosoma,0.927342698
7/29/2013,0.57260274,210,2013,2013.572603,Disparalona,Chydoridae,0
7/29/2013,0.57260274,210,2013,2013.572603,Euchlanis,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Filinia,Rotifer,0.165067544
7/29/2013,0.57260274,210,2013,2013.572603,Gastropus,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Hexarthra ,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Kellicottia,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Keratella cochlearis,Rotifer,0.359058925
7/29/2013,0.57260274,210,2013,2013.572603,Keratella quadrata,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Lecane,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Lepadella,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Leptodora,Leptodora,0
7/29/2013,0.57260274,210,2013,2013.572603,Macrochaetus,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Moina,Daphniid,0
7/29/2013,0.57260274,210,2013,2013.572603,Monostyla,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Mytilina,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Nauplii,Nauplii,0.627791062
7/29/2013,0.57260274,210,2013,2013.572603,Notholca,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Platyias,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Pleuroxus,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Polyarthra,Rotifer,0
7/29/2013,0.57260274,210,2013,2013.572603,Pompholyx,Rotifer,0.012750656
7/29/2013,0.57260274,210,2013,2013.572603,Proales,Rotifer,0
